Identifiant arc;Libelle;Date et heure de comptage;Débit horaire;Taux d'occupation;Etat trafic;Identifiant noeud amont;Libelle noeud amont;Identifiant noeud aval;Libelle noeud aval;Etat arc;Date debut dispo data;Date fin dispo data;geo_point_2d;geo_shape
4264;AV_Champs_Elysees;2021-12-24T06:00:00+01:00;485.0;2.90389;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T07:00:00+01:00;484.0;4.74222;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T08:00:00+01:00;636.0;6.55611;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T09:00:00+01:00;750.0;8.52778;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T10:00:00+01:00;891.0;10.60833;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T11:00:00+01:00;1018.0;17.23834;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T12:00:00+01:00;1148.0;26.84722;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T13:00:00+01:00;1049.0;22.16667;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T14:00:00+01:00;1004.0;25.47889;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T15:00:00+01:00;1105.0;28.02389;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T16:00:00+01:00;1148.0;34.43611;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T17:00:00+01:00;1102.0;32.07111;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T18:00:00+01:00;1020.0;36.29389;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T19:00:00+01:00;1077.0;39.15722;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T20:00:00+01:00;967.0;25.01611;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T21:00:00+01:00;1020.0;23.29834;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T22:00:00+01:00;1002.0;26.92222;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-24T23:00:00+01:00;1051.0;27.19778;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T00:00:00+01:00;754.0;52.40334;Bloqué;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T01:00:00+01:00;613.0;57.26055;Bloqué;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T02:00:00+01:00;818.0;27.225;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T03:00:00+01:00;662.0;7.77278;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T04:00:00+01:00;383.0;4.36889;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T05:00:00+01:00;191.0;1.80111;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T06:00:00+01:00;168.0;1.78;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T07:00:00+01:00;175.0;1.81223;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T08:00:00+01:00;180.0;1.77167;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T09:00:00+01:00;202.0;1.92556;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T10:00:00+01:00;296.0;3.83445;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T11:00:00+01:00;481.0;5.625;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T12:00:00+01:00;632.0;10.15834;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T13:00:00+01:00;777.0;14.71889;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T14:00:00+01:00;884.0;18.83556;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T15:00:00+01:00;1046.0;26.86945;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T16:00:00+01:00;1156.0;30.64389;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T17:00:00+01:00;1158.0;35.57;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T18:00:00+01:00;1066.0;40.77333;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T19:00:00+01:00;1037.0;40.68722;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T20:00:00+01:00;1056.0;42.81778;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T21:00:00+01:00;1079.0;42.62444;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T22:00:00+01:00;1075.0;34.95;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-25T23:00:00+01:00;937.0;42.87556;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T00:00:00+01:00;1067.0;35.94945;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T01:00:00+01:00;1096.0;31.67056;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T02:00:00+01:00;1037.0;21.13389;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T03:00:00+01:00;969.0;14.90722;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T04:00:00+01:00;600.0;9.71445;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T05:00:00+01:00;259.0;2.90667;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T06:00:00+01:00;229.0;2.44222;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T07:00:00+01:00;198.0;2.09111;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T08:00:00+01:00;215.0;2.07389;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T09:00:00+01:00;262.0;2.65222;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T10:00:00+01:00;397.0;4.35056;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T11:00:00+01:00;658.0;10.055;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T12:00:00+01:00;873.0;17.35389;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T13:00:00+01:00;1058.0;20.89833;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T14:00:00+01:00;1039.0;23.71278;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T15:00:00+01:00;1149.0;29.50111;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T16:00:00+01:00;1115.0;49.01667;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T17:00:00+01:00;1049.0;52.40778;Bloqué;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T18:00:00+01:00;1070.0;51.03;Bloqué;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T19:00:00+01:00;938.0;53.22889;Bloqué;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T20:00:00+01:00;928.0;48.14111;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T21:00:00+01:00;949.0;42.12611;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T22:00:00+01:00;1032.0;27.18222;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-26T23:00:00+01:00;1048.0;30.21;Saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-27T00:00:00+01:00;902.0;20.59111;Pré-saturé;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-27T01:00:00+01:00;673.0;9.14834;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-27T02:00:00+01:00;456.0;6.42556;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-27T03:00:00+01:00;276.0;3.25167;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-27T04:00:00+01:00;228.0;2.445;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-27T05:00:00+01:00;149.0;1.62556;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-27T06:00:00+01:00;288.0;2.72667;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-27T07:00:00+01:00;506.0;5.48833;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-27T08:00:00+01:00;615.0;6.91333;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-27T09:00:00+01:00;629.0;6.90611;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
4264;AV_Champs_Elysees;2021-12-27T10:00:00+01:00;710.0;8.47722;Fluide;2294;Av_Champs_Elysees-Washington;2293;Av_Champs_Elysees-Berri;Invalide;01/01/2005;01/06/2019;48.871535879911605, 2.301722792456062;"{""coordinates"": [[2.3009951475, 48.8717770435], [2.3024504374, 48.8712947163]], ""type"": ""LineString""}"
